Site,LABNR,C14AGE,C14STD,Lat,Lon
TAPADA DA AJUDA,ICEN 98,3430,45,38.71,-9.18
ETXEGARATE,0,3435,40,42.95,-2.23
CASTELLON ALTO,Ua 37889*,3435,40,37.45,-3.28
LAS MINITAS,Beta 142035,3430,50,38.7,-6.41
LA HOYA,I 12522,3410,90,42.57,-2.59
FUENTE ALAMO,B 3942,3430,40,37.33,-1.86
EL ARAMO- MINAS DE,Ua 33693*,3410,60,43.19,-5.9
TORRE VELHA 3,Sac 2490 ,3410,60,37.93,-7.53
CASTANHEIRO DO VENTO,Ua 23425*,3415,45,41.06,-7.32
EL OFICIO,OxA 4969*,3405,70,37.33,-1.75
URRATXA III,Ua 11430*,3405,70,43.05,-2.8
CERRO DE LA VIRGEN ,Ua 39403*,3426,34,37.73,-2.51
EL CASTILLICO,UGRA 579,3400,70,37.45,-2.35
CASTELLON ALTO,Ua 37887*,3425,40,37.45,-3.28
CUESTA DEL NEGRO,Ua 39471*,3418,30,37.34,-3.23
EL ARAMO- MINAS DE,Ua 33683*,3415,35,43.19,-5.9
CASTANHEIRO DO VENTO,Ua 18700*,3400,60,41.06,-7.32
FUENTE ALAMO,B 3646,3400,60,37.33,-1.86
CUESTA DEL NEGRO,Ua 39474*,3414,30,37.34,-3.23
ENCINA- CERRO DE LA,Beta 230009*,3420,40,37.14,-3.55
CUESTA DEL NEGRO,Ua 39483*,3411,30,37.34,-3.23
CUESTA DEL NEGRO,Ua 39473*,3413,30,37.34,-3.23
CUESTA DE SAN CAYETANO,AA 17905*,3410,50,38.02,-1.1
COFRESNEDO-  CUEVA DE,GrA 17739*,3410,50,43.32,-3.6
EL PICACHO,OxA 5050*,3390,65,37.49,-2.23
FUENTE ALAMO,B 3928,3400,50,37.33,-1.86
BARRANCO DE LA VIUDA,KIA 35571*,3425,35,37.67,-1.57
CUESTA DEL NEGRO,Ua 39488*,3413,31,37.34,-3.23
PUNTA DE LOS GAVILANES,KIK 5105/ KIA 37600*,3410,30,37.56,-1.28
LAS VENTANAS,UGRA 541,3380,90,37.44,-3.43
PILETA- CUEVA DE LA,GifA 98176*,3380,70,36.69,-5.27
ZAMBUJEIRO- ANTA GRANDE DO,Beta 243693,3410,40,38.54,-8.01
LOS HUSOS I,Beta 148055,3410,40,42.59,-2.55
LA GARMA A,OxA 7154*,3400,45,43.43,-3.66
CERRO DE LA VIRGEN ,Ua 39422*,3406,30,37.73,-2.51
EL ARAMO- MINAS DE,Ua 33688*,3400,30,43.19,-5.9
BARRANCO DE LA VIUDA,KIA 35569*,3400,35,37.67,-1.57
PUNTA DE LOS GAVILANES,KIK 5108/ KIA 37603*,3395,30,37.56,-1.28
CUESTA DEL NEGRO,Ua 39493*,3396,32,37.34,-3.23
PUNTA DE LOS GAVILANES,KIK 5651/ KIA 40418*,3390,30,37.56,-1.28
CERRO DE LA VIRGEN ,Ua 39423*,3395,35,37.73,-2.51
CERRO DE LA VIRGEN ,Ua 39411*,3391,34,37.73,-2.51
EL SOTILLO,Beta 299311,3380,30,42.57,-2.62
TRASTEJON,Beta 178657*,3400,40,37.93,-6.39
CASTRO GRANDE DE NEIX”N,Ua 34405*,3400,40,42.66,-8.84
LOS HUSOS I,Beta 149399,3400,40,42.59,-2.55
MEDNIGANA,GrA 26547*,3400,40,43.09,-2.8
PUNTA DE LOS GAVILANES,KIK 4406/ KIA 32365*,3380,25,37.56,-1.28
CERRO DE LA VIRGEN ,Ua 39404*,3394,36,37.73,-2.51
ILLETA DELS BANYETS,Beta 188927,3390,40,38.43,-0.38
CABEZO PARDO,Beta 237766,3390,40,38.16,-0.85
GATAS,IRPA 1063,3390,60,37.13,-1.88
PUNTA DE LOS GAVILANES,KIK 4407/ KIA 32366*,3385,35,37.56,-1.28
FUENTE ALAMO,B 3932,3390,60,37.33,-1.86
CASTELO VELHO,GrA 9442*,3380,40,41.07,-7.19
CUESTA DEL NEGRO,Ua 39477*,3377,32,37.34,-3.23
CUESTA DEL NEGRO,Ua 39470*,3378,32,37.34,-3.23
ETXEGARATE,0,3375,40,42.95,-2.23
ETXEGARATE,0,3375,40,42.95,-2.23
CUESTA DEL NEGRO,Ua 39467*,3375,32,37.34,-3.23
PUNTA DE LOS GAVILANES,KIK 4398/ KIA 32357*,3370,40,37.56,-1.28
TRASTEJON,Beta 165547*,3390,50,37.93,-6.39
EL ARAMO- MINAS DE,Ua 33686*,3370,35,43.19,-5.9
FUENTE ALAMO,B 3660,3380,60,37.33,-1.86
GATAS,OxA 3967*,3380,60,37.13,-1.88
PUNTA DE LOS GAVILANES,KIK 5658/ KIA 40425*,3360,35,37.56,-1.28
CASTANHEIRO DO VENTO,Ua 18699*,3375,60,41.06,-7.32
EL ARGAR,OxA 4967*,3375,60,37.25,-1.91
CUESTA DEL NEGRO,Ua 39485*,3365,30,37.34,-3.23
BARROCAL DAS FREIRAS,Wk 17086,3355,35,37.62,-8.25
CARRASCALEJO,Poz 19929,3350,35,39.03,-6.33
EL SOTILLO,Beta 299312,3360,30,42.57,-2.62
EL SOTILLO,Beta 299302,3360,30,42.57,-2.62
CUESTA DEL NEGRO,Ua 39484*,3355,31,37.34,-3.23
EL ARAMO- MINAS DE,Ua 18630*,3365,60,43.19,-5.9
ALEGRIOS,ICEN 166,3380,45,40.07,-7.13
LA GARMA B,OxA 7248*,3375,45,43.43,-3.66
FUENTE ALAMO,Bln 4537,3368,80,37.33,-1.86
URRATXA III,Ua 11432*,3365,80,43.05,-2.8
FORXA,Ua 21961*,3370,44,41.93,-7.33
GATAS,KIK 49/ UtC 1354*,3370,50,37.13,-1.88
CASTANHEIRO DO VENTO,Ua 23433*,3360,40,41.06,-7.32
CASTELO VELHO,Ua 20636*,3360,40,41.07,-7.19
PEREDO,AA 45580*,3370,50,43.43,-3.67
GATAS,OxA 3961*,3355,60,37.13,-1.88
ATXOSTE,GrA 9786*,3360,40,42.76,-2.48
TAPADA DA AJUDA,ICEN 97,3370,50,38.71,-9.18
CASTENAIRAS / CASTONAIRAS,OxA 7436*,3365,45,40.83,-7.76
ETXEGARATE,0,3360,45,42.95,-2.23
ESPOLÓN DE TRAGALAMOCHA,AA 34708*,3360,45,36.76,-3.87
ENCINA- CERRO DE LA,Beta 230004*,3350,40,37.14,-3.55
OUTEIRO DE GREGOS 1,CSIC 771,3360,50,41.18,-8.04
LOS HUSOS I,Beta 136041,3360,50,42.59,-2.55
ILLETA DELS BANYETS,Beta 188926,3360,50,38.43,-0.38
EL MILAGRO- MINA,Ua 24550*,3355,45,43.33,-5.01
TRASTEJON,CNA 36*,3355,52,37.93,-6.39
TRASTEJON,Beta 217032*,3350,50,37.93,-6.39
FUENTE ALAMO,B 3931,3350,50,37.33,-1.86
ILLETA DELS BANYETS,Beta 236823,3340,40,38.43,-0.38
EL TABAY¡,Beta 240410*,3340,40,38.33,-0.72
CABEZO NEGRO,IRPA 1099,3340,45,37.56,-1.48
LA GARMA A,OxA 7152*,3340,45,43.43,-3.66
ESPOLÓN DE TRAGALAMOCHA,AA 34709*,3340,45,36.76,-3.87
GATAS,IRPA 1062,3340,60,37.13,-1.88
TAPADA DA AJUDA,ICEN 99,3340,40,38.71,-9.18
TORRE VELHA 3,Sac 2480,3340,50,37.93,-7.53
ENCINA- CERRO DE LA,Beta 230006*,3330,40,37.14,-3.55
PRADOS ,Ua 19729*,3325,45,41.82,-8.38
CASTANHEIRO DO VENTO,Ua 32085*,3320,45,41.06,-7.32
MOINHO DE VALADARES,Sac 1823,3320,45,38.33,-7.37
O FUXI—O,CSIC 2087,3370,25,42.53,-8.02
CAMPANA- CERRO DE LA,CSIC 450,3320,50,38.6,-1.13
VALE FERREIRO,Ua 19500*,3315,50,42.54,-8.22
CAMPANA- CERRO DE LA,CSIC 445,3310,50,38.6,-1.13
LA GARMA A,TO 11239*,3320,60,43.43,-3.66
CAMPANA- CERRO DE LA,CSIC 446,3310,50,38.6,-1.13
CASTELO VELHO,CSIC 1713,3302,50,41.07,-7.19
CAMPANA- CERRO DE LA,CSIC 448,3300,50,38.6,-1.13
TORRE VELHA 3,Sac 2465,3300,50,37.93,-7.53
GATAS,KIK 2935/ KIA 22255*,3360,25,37.13,-1.88
EL ARAMO- MINAS DE,Ua 33685*,3345,30,43.19,-5.9
TERRERA VENTURA,I 8703,3325,90,37.05,-2.4
SOLA,UtC 5657*,3343,30,41.58,-8.42
CUESTA DEL NEGRO,Ua 39490*,3339,30,37.34,-3.23
GATAS,KIK 2940/ KIA 22260*,3335,30,37.13,-1.88
GATAS,IRPA 1064,3330,70,37.13,-1.88
MADORRA DA GRANXA,CSIC 1375,3329,27,43.14,-7.52
O FUXI—O,CSIC 2089,3325,26,42.53,-8.02
KANPANOSTE GOIKOA,I 16365,3310,90,42.76,-2.48
MOCISSOS,KIA 30547*,3314,23,38.35,-8.06
SOLA,CSIC 1186,3338,33,41.58,-8.42
BERRUECO- MONTE,I 13050,3310,80,36.45,-6.04
GATAS,OxA 3963*,3310,60,37.13,-1.88
ILLETA DELS BANYETS,Beta 188925,3310,60,38.43,-0.38
EL MILAGRO- MINA,Ua 24537*,3520,40,43.33,-5.01
O FUXI—O,CSIC 2088,3318,27,42.53,-8.02
ILLETA DELS BANYETS,Beta 236821,3320,40,38.43,-0.38
CERRO DE LA VIRGEN ,Ua 39416*,3323,31,37.73,-2.51
EL SOTILLO,Beta 299309,3320,30,42.57,-2.62
GATAS,OxA 3966*,3300,60,37.13,-1.88
EL ARAMO- MINAS DE,Ua 18631*,3310,65,43.19,-5.9
EL ARAMO- MINAS DE,Ua 33684*,3315,40,43.19,-5.9
CUESTA DEL NEGRO,Ua 39472*,3316,30,37.34,-3.23
TRASTEJON,CNA 35*,3320,37,37.93,-6.39
TAPADO DA CALDEIRA,KN 2769,3290,55,41.17,-8.05
SOLA,UtC 4785*,3315,40,41.58,-8.42
PUNTA DE LOS GAVILANES,KIK 5116/ KIA 37611*,3305,30,37.56,-1.28
CRASTO DE PALHEIROS,Ua 22215*,3305,45,41.4,-7.38
CRASTO DE PALHEIROS,Sac 1971,3895,45,41.4,-7.38
CRASTO DE PALHEIROS,CSIC 1963,4129,42,41.4,-7.38
CRASTO DE PALHEIROS,CSIC 1964,3950,42,41.4,-7.38
PEÑALOSA,Beta 167226,3300,70,38.17,-3.8
GATAS,OxA 3964*,3285,60,37.13,-1.88
BERMEJALES- PANTANO DE LOS- SEPULTURA 8,Beta 301936,3300,30,37.01,-3.89
TORRE VELHA 3,Sac 2489,3300,45,37.93,-7.53
GATAS,KIK 54/ UtC 1436*,3280,60,37.13,-1.88
PUNTA DE LOS GAVILANES,KIK 5109/ KIA 37604*,3300,35,37.56,-1.28
ETXEGARATE,0,3300,40,42.95,-2.23
CABEZO PARDO,Beta 258467,3300,40,38.16,-0.85
TORRE VELHA 3,Beta 262199,3300,40,37.93,-7.53
CUESTA DEL NEGRO,Ua 39489*,3288,34,37.34,-3.23
CERRO DE LA VIRGEN ,Ua 39397*,3286,34,37.73,-2.51
CUESTA DEL NEGRO,Ua 39492*,3287,32,37.34,-3.23
ILLETA DELS BANYETS,Beta 152947,3270,40,38.43,-0.38
EL ARAMO- MINAS DE,Ua 33206*,3285,35,43.19,-5.9
EL MILAGRO- MINA,Ua 33206*,3285,35,43.33,-5.01
FUENTE ALAMO,B 3659,3290,80,37.33,-1.86
ALCALAR 7,Beta 180982*,3280,40,37.2,-8.59
CHABOLA DE LA HECHICERA,Beta 288936,3280,40,42.57,-2.55
ENCINA- CERRO DE LA,Beta 230005*,3280,40,37.14,-3.55
CUESTA DEL NEGRO,Ua 39494*,3276,34,37.34,-3.23
FUENTE ALAMO,B 3652,3280,70,37.33,-1.86
VALDAVARA,Beta 235729*,3270,40,42.84,-7.14
GASTIBURU,CSIC 703,3260,60,43.3,-2.62
GATAS,OxA 3962*,3260,60,37.13,-1.88
EL ARAMO- MINAS DE,Ua 35374*,3270,35,43.19,-5.9
PESSEGUEIRO II/16,ICEN 867,3270,45,37.83,-8.79
ALAPRAIA 4,Beta 178462,3260,40,38.71,-9.38
O FUXI—O,CSIC 2090,3292,27,42.53,-8.02
CUESTA DEL NEGRO,Ua 39466*,3281,30,37.34,-3.23
CUESTA DEL NEGRO,Ua 39462*,3275,30,37.34,-3.23
VALENCINA DE LA CONCEPCION,Ua 32887*,3265,75,37.42,-6.08
GATAS,OxA 2856*,3250,70,37.13,-1.88
GATAS,OxA 2854*,3250,70,37.13,-1.88
FUENTE ALAMO,B 3653,3250,70,37.33,-1.86
CUESTA DEL NEGRO,Ua 39491*,3254,33,37.34,-3.23
GATAS,OxA 2855*,3230,70,37.13,-1.88
ZORROZTARRI,0,3280,90,42.98,-2.26
FUENTE ALAMO,Bln 5453,3248,31,37.33,-1.86
LA GARMA A,OxA 7153*,3265,45,43.43,-3.66
CABEZOS VIEJOS,KIK 2218/KIA 17405*,3255,25,38.12,-1.28
MADORRA DA GRANXA,CSIC 1377,3246,28,43.14,-7.52
CUESTA DEL NEGRO,Ua 39465*,3242,30,37.34,-3.23
CASTELO VELHO,Sac 1519,3250,50,41.07,-7.19
CASTENAIRAS / CASTONAIRAS,GrA 9314*,3250,50,40.83,-7.76
OUTEIRO DE GREGOS 5,CSIC 773,3250,60,41.18,-8.04
ARRIKRUTZ,GrA 11495*,3240,50,43,-2.43
TORRE VELHA 3,Sac 2466,3250,60,37.93,-7.53
VALDAVARA,Beta 235730*,3250,40,42.84,-7.14
ALCACER DO SAL- CASTELO DE,CSIC 635,3230,50,38.37,-8.55
GATAS,KIK 3093/ KIA 23414*,3210,25,37.13,-1.88
SAN CRISTOBAL,0,3240,40,42.6,-2.62
MIR”N- CUEVA DEL,GX 28013*,3230,40,43.25,-3.45
BARROCAL ALTO,UGRA 223,3230,100,41.27,-6.55
BELMEQUE,ICEN 142,3230,60,39.06,-7.54
ALEGRIOS,ICEN 606,3220,60,40.07,-7.13
EL ARAMO- MINAS DE,Ua 18634*,3215,55,43.19,-5.9
EL ARAMO- MINAS DE,Ua 33696*,3225,40,43.19,-5.9
CUESTA DE SAN CAYETANO,AA 17904*,3220,40,38.02,-1.1
TAPADO DA CALDEIRA,KN 2770,3210,55,41.17,-8.05
CASTELHANAS,OxA 5432*,3220,65,39.41,-7.31
EL ARAMO- MINAS DE,Ua 35376*,3225,35,43.19,-5.9
CERRO DE LA VIRGEN ,Ua 39408*,3216,33,37.73,-2.51
GATAS,KIK 208/ UtC 2628*,3190,60,37.13,-1.88
CASTELO VELHO,ICEN 1171,3200,45,41.07,-7.19
CABEZO NEGRO,KIK 175/UtC 2629*,3190,80,37.56,-1.48
FUENTE ALAMO,B 3941,3200,50,37.33,-1.86
CERRO DE LA VIRGEN ,Ua 39409*,3187,31,37.73,-2.51
LOS HUSOS I,Beta 149400,3190,40,42.59,-2.55
FUENTE ALAMO,KIA 18998,3165,27,37.33,-1.86
ALCAIDE,GrN 16061,3180,100,37.18,-4.48
CUESTA DEL NEGRO,BM 2542,3180,50,37.34,-3.23
QURENIMA,OxA 5028*,3200,65,37.21,-1.93
BERMEJALES- PANTANO DE LOS- SEPULTURA 8,Beta 301937,3160,30,37.01,-3.89
EL SOTILLO,Beta 299307,3160,30,42.57,-2.62
CUESTA DEL NEGRO,GrN 7285,3160,35,37.34,-3.23
MEZQUITILLA- MORRO DE,B 4181,3160,50,36.74,-4.04
CASTELO VELHO,GrN 23507,3150,45,41.07,-7.19
EL ARAMO- MINAS DE,Ua 33692*,3150,45,43.19,-5.9
ENCINA- CERRO DE LA,Beta 230010*,3140,40,37.14,-3.55
PUNTA DE LOS GAVILANES,KIK 4405/ KIA 32364*,3155,25,37.56,-1.28
MENDIGANA,Beta 173896*,3130,40,43.09,-2.8
GATAS,KIK 3092/ KIA 23413*,3135,25,37.13,-1.88
A LAGOA,CSIC 901,3140,70,43,-7.98
CUESTA DEL NEGRO,Ua 39469*,3132,30,37.34,-3.23
SAN CRISTOBAL,0,3120,30,42.6,-2.62
FUENTE ALAMO,Bln 5050,3122,32,37.33,-1.86
EL SOTILLO,Beta 299303,3120,30,42.57,-2.62
ARENAZA 1,CSIC 701,3110,50,43.26,-3.1
CASTELO VELHO,GrA 9241*,3110,50,41.07,-7.19
PE—A OVIEDO,GrN 20885,3100,25,42.14,-4.74
MURVIEDRO,KIK 3944/ KIA 29172*,3090,30,37.68,-1.71
PENEDOS GRANDES,CSIC 1833,3084,30,41.85,-8.39
CASINHA DERRIBADA 3,OxA 4910*,3115,65,40.73,-7.86
PASTORIA,Ly 3375,3040,140,41.73,-7.56
KATILLOTXU 1,Beta 259126*,3110,40,43.4,-2.72
MOCISSOS,KIA 30548*,3083,25,38.35,-8.06
MONTE BUXEL,CSIC 1266,3103,44,42.28,-8.57
GATAS,IRPA 1061,3090,60,37.13,-1.88
CUESTA DEL NEGRO,GrN 7284,3095,35,37.34,-3.23
GATAS,IRPA 1083,3080,60,37.13,-1.88
ALBARDAO- HORTA DO,Sac 2252,3080,60,38.47,-7.7
LLANETE DE LOS MOROS,CSIC 795,3060,60,38.02,-4.38
SAO JULIAO,ICEN 1020,3070,45,41.69,-8.39
MANDUBI-ZELAIA,I 19024,3080,80,43.09,-2.25
GATAS,KIK 3091/ KIA 23412*,3075,30,37.13,-1.88
UNANIBI,0,3085,75,42.97,-2.22
ETXEGARATE,0,3070,30,42.95,-2.23
TAPADA  DA VENDA,Ua 19499*,3065,30,41.44,-8.08
TAPADA  DA VENDA,CSIC 1830,3057,30,41.44,-8.08
CABEZOS VIEJOS,KIK 2101/KIA 16290*,3055,30,38.12,-1.28
SENHORA DA OUVIDA 7,CSIC 1248,3050,33,40.95,-7.9
CACHOU«A,Sac 1502,3060,45,39.97,-7.23
ALEGRIOS,GrN 16840,3055,55,40.07,-7.13
PORTECELO,CSIC 744,3050,50,41.95,-8.88
MORA- CERRO DE LA,UGRA 283,3030,80,37.21,-3.98
PARANHO,GrN 22445,3020,80,40.54,-8.09
A LAGOA,CSIC 900,3040,50,43,-7.98
ARQUINHA DA MOURA,GrA 9575*,3030,50,40.51,-8.01
ZAMBUJEIRO 4,Beta 196093,3040,40,38.77,-8.23
LLANETE DE LOS MOROS,CSIC 625,3020,50,38.02,-4.38
LLANETE DE LOS MOROS,CSIC 1757,3034,42,38.02,-4.38
COBATILLAS LA VIEJA,CSIC 376,3010,50,38.06,-1.06
COBATILLAS LA VIEJA,CSIC 377,3010,50,38.06,-1.06
EL CARAMBOLO,CSIC 1981,3026,39,37.39,-6.07
CHAO SAMARTIN,CSIC 1543,3023,40,43.2,-6.93
SAO JULIAO,ICEN 25,3010,35,41.69,-8.39
SAO JULIAO,ICEN 54,3030,80,41.69,-8.39
MURVIEDRO,KIK 3945/ KIA 29173*,3005,30,37.68,-1.71
LLANETE DE LOS MOROS,CSIC 794,3020,60,38.02,-4.38
MONTE DO TRIGO,Sac 1458,3020,60,39.93,-7.19
LOS CIPRESES,KIK 1476/ KIA 11227*,3000,45,37.65,-1.73
TAPADA DA AJUDA,ICEN 100,3000,40,38.71,-9.18
MONTE BURUNTZA,Ua 231-0*,3000,60,43.24,-2.02
COFRESNEDO-  CUEVA DE,GrA 20269*,3000,60,43.32,-3.6
ANTELAS,GrA 5418*,5090,50,40.71,-8.24
SANGRINO,CSIC 1325,4951,31,41.02,-7.45
LOS CASTILLEJOS,Ua 36206,5265,45,37.33,-3.97
NERJA- CUEVA DE,Beta 195998,5760,40,36.76,-3.84
NERJA- CUEVA DE,Beta 193268,6000,40,36.76,-3.84
NERJA- CUEVA DE,Beta 168972,5789,40,36.76,-3.84
MURCIELAGOS- CUEVA DE LOS,CSIC 1132,5861,48,36.8,-3.19
HERRIKO BARRA,Ua 4821*,5960,95,43.28,-2.18
PERDIGOES,Beta 315242*,4450,30,38.44,-7.55
PERDIGOES,Beta 318359*,4390,30,38.44,-7.55
PERDIGOES,Beta 315723*,3820,30,38.44,-7.55
PERDIGOES,Beta 315725*,3890,30,38.44,-7.55
PERDIGOES,Beta 315717*,3980,30,38.44,-7.55
LAS MESAS,CNA 763,4255,45,38.57,-6.5
VENTA DEL RAPA ,Ua 40755,3937,33,37.82,-3.6
VENTA DEL RAPA ,Ua 40757,3862,30,37.82,-3.6
VENTA DEL RAPA ,Ua 40756,3765,30,37.82,-3.6
VENTA DEL RAPA ,Ua 40759,3757,30,37.82,-3.6
EL BARRANQUETE,CNA 2410,3785,35,36.84,-2.21
EL BARRANQUETE,CNA 2409,3625,40,36.84,-2.21
LUGAR DO CANTO,Beta 276510,4720,40,39.47,-8.87
LUGAR DO CANTO,Wk  30212,4772,30,39.47,-8.87
LUGAR DO CANTO,Wk  30210,4819,32,39.47,-8.87
EL BARRANQUETE,CNA 2408,3860,35,36.84,-2.21
EL BARRANQUETE,CNA 2405,3925,35,36.84,-2.21
LUGAR DO CANTO,Sac 2710,5000,60,39.47,-8.87
EL BARRANQUETE,CNA 2404,3865,35,36.84,-2.21
LUGAR DO CANTO,Beta 276509,4770,40,39.47,-8.87
LUGAR DO CANTO,Wk  30208,4742,34,39.47,-8.87
EL BARRANQUETE,CNA 2407,3860,35,36.84,-2.21
LUGAR DO CANTO,Wk  30211,4733,29,39.47,-8.87
CERRO VIRTUD,OxA 6580*,5840,80,37.27,-1.8
LUGAR DO CANTO,Wk  30209,4849,29,39.47,-8.87
EL BARRANQUETE,CNA 2411,3830,35,36.84,-2.21
EL BARRANQUETE,CNA 2406,3730,35,36.84,-2.21
EL BARRANQUETE,CNA 2412,3120,35,36.84,-2.21
CASTELLON ALTO,Ua 37882,3630,50,37.45,-3.28
CERRO DE LA VIRGEN ,Ua 39417*,3401,30,37.73,-2.51
CERRO DE LA VIRGEN ,Ua 39418*,3326,30,37.73,-2.51
PERDIGOES,Beta 308784*,3900,30,38.44,-7.55
PERDIGOES,Beta 308785*,3970,30,38.44,-7.55
PERDIGOES,Beta 313720*,3850,30,38.44,-7.55
PERDIGOES,Beta 313721*,4000,40,38.44,-7.55
PERDIGOES,Beta 317750*,4030,40,38.44,-7.55
PERDIGOES,Beta 317748*,4060,30,38.44,-7.55
PERDIGOES,Beta 308789*,3840,30,38.44,-7.55
PERDIGOES,Beta 308791*,4090,30,38.44,-7.55
PERDIGOES,Beta 308792*,3890,30,38.44,-7.55
PERDIGOES,Beta 308793*,3970,30,38.44,-7.55
PERDIGOES,Beta 317747*,4130,30,38.44,-7.55
S√O PAULO 2,UBAR 630,3870,70,38.68,-9.16
EL SILILLO,Ua 35081,3980,40,37.11,-4.55
EL SILILLO,Ua 35082,3965,40,37.11,-4.55
EL SILILLO,Ua 35080,3775,40,37.11,-4.55
VENTA DEL RAPA ,Ua 40745,3875,31,37.82,-3.6
VENTA DEL RAPA ,Ua 40748,3836,30,37.82,-3.6
VENTA DEL RAPA ,Ua 40747,3830,31,37.82,-3.6
VENTA DEL RAPA ,Ua 40746,3829,30,37.82,-3.6
VENTA DEL RAPA ,Ua 40749,3796,30,37.82,-3.6
VENTA DEL RAPA ,Ua 40751,3786,33,37.82,-3.6
VENTA DEL RAPA ,Ua 40750,3782,33,37.82,-3.6
VENTA DEL RAPA ,Ua 40754,3728,30,37.82,-3.6
VENTA DEL RAPA ,Ua 40758,3688,30,37.82,-3.6
VENTA DEL RAPA ,Ua 40753,3650,30,37.82,-3.6
VENTA DEL RAPA ,Ua 40752,3575,30,37.82,-3.6
PERDIGOES,Beta 315721*,3840,30,38.44,-7.55
PERDIGOES,Beta 315720*,3860,30,38.44,-7.55
PERDIGOES,Beta 315719*,3780,30,38.44,-7.55
PERDIGOES,Beta 304756*,4470,30,38.44,-7.55
MARIZULO,Ua 10375*,5235,50,43.22,-1.97
PERDIGOES,Beta 304757*,4390,30,38.44,-7.55
PERDIGOES,Beta 315716*,3770,30,38.44,-7.55
PERDIGOES,Beta 315718*,4060,30,38.44,-7.55
PERDIGOES,Beta 315722*,3890,30,38.44,-7.55
CASTELO BELINHO,Wk 28637,5485,35,37.19,-8.54
CASTELO BELINHO,Wk 28635,5441,34,37.19,-8.54
CASTELO BELINHO,Wk 28634,5267,34,37.19,-8.54
CASTELO BELINHO,Wk 28001,5436,32,37.19,-8.54
CASTELO BELINHO,Wk 27999,5444,30,37.19,-8.54
CASTELO BELINHO,Wk-28636,5529,35,37.19,-8.54
CASTELO BELINHO,Wk-28002,5536,32,37.19,-8.54
CASTELO BELINHO,Wk-28000,5662,32,37.19,-8.54
CERRO VIRTUD,Beta 90884,5660,80,37.27,-1.8
NERJA- CUEVA DE,Beta 193265,5050,40,36.762041N,-3.84
LAS MINITAS,Beta 68668,3430,50,38.7,-6.4
TESORILLO DE LA LLANA,GrN 26475,3250,50,36.71,-4.86
TESORILLO DE LA LLANA,GrN 26488,3250,40,36.71,-4.86
TESORILLO DE LA LLANA,GrA 37339,4055,35,36.71,-4.86
